seller_sk	total_orders	delivered_orders	delayed_orders	avg_delivery_days	avg_estimated_gap_days	delay_rate	avg_freight_value	avg_review_score	delivery_segment	dwh_create_date
1246	34	37	2	7.11	-13.65	5.13	24.32	4.23	GOOD_DELIVERY	2026-05-15 09:48:36.073
1412	87	91	1	9.57	-12.26	1.10	14.33	4.43	FAST_RELIABLE	2026-05-15 09:48:36.073
748	9	10	0	9.9	-17	0.00	25.58	3.9	GOOD_DELIVERY	2026-05-15 09:48:36.073
250	25	26	4	15.46	-7.62	15.38	25.60	4.12	REGULAR	2026-05-15 09:48:36.073
1744	5	5	1	13.8	-7.8	20.00	13.09	4.8	REGULAR	2026-05-15 09:48:36.073
914	4	4	0	10	-14.25	0.00	49.08	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1910	4	9	0	9	-22.33	0.00	14.61	2.33	GOOD_DELIVERY	2026-05-15 09:48:36.073
58	89	96	6	11.29	-10.76	6.12	14.75	4.41	GOOD_DELIVERY	2026-05-15 09:48:36.073
2145	24	25	0	9.96	-17.44	0.00	14.86	4.52	FAST_RELIABLE	2026-05-15 09:48:36.073
2812	36	44	3	12.61	-20.39	6.25	42.74	3.35	GOOD_DELIVERY	2026-05-15 09:48:36.073
891	4	5	0	12.8	-14	0.00	26.48	4.6	FAST_RELIABLE	2026-05-15 09:48:36.073
2477	2	1	0	21	-18	0.00	35.23	2.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
1126	4	3	2	26	-2.67	50.00	62.41	3.25	DELIVERY_RISK	2026-05-15 09:48:36.073
1077	8	8	0	9.63	-10.5	0.00	13.17	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
2786	24	23	0	10.22	-16.04	0.00	15.27	3.62	GOOD_DELIVERY	2026-05-15 09:48:36.073
2122	11	9	4	23.11	2.44	33.33	17.72	3.08	DELIVERY_RISK	2026-05-15 09:48:36.073
413	4	6	0	9.5	-17.67	0.00	15.07	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
81	4	4	1	6.5	-6.25	25.00	7.93	4	REGULAR	2026-05-15 09:48:36.073
536	1	1	0	11	-28	0.00	18.63	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1936	6	6	0	7.5	-10.33	0.00	13.51	4.83	FAST_RELIABLE	2026-05-15 09:48:36.073
2600	2	1	0	19	-10	0.00	10.40	2.33	GOOD_DELIVERY	2026-05-15 09:48:36.073
436	2	2	1	17	-6.5	50.00	14.76	4.5	DELIVERY_RISK	2026-05-15 09:48:36.073
2102	4	5	0	8	-14.6	0.00	18.00	3.2	GOOD_DELIVERY	2026-05-15 09:48:36.073
1438	1	1	0	6	-15	0.00	17.07	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2451	4	4	0	9	-22.75	0.00	15.24	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
1953	2	0	0	NULL	NULL	0.00	19.87	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1289	2	2	0	6.5	-6	0.00	24.51	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1787	2	3	0	5.67	-15.33	0.00	10.96	4.33	FAST_RELIABLE	2026-05-15 09:48:36.073
2643	13	14	1	8.29	-10.79	7.14	13.07	4.71	GOOD_DELIVERY	2026-05-15 09:48:36.073
64	12	12	1	9.58	-11.58	7.69	59.96	3.38	GOOD_DELIVERY	2026-05-15 09:48:36.073
728	10	8	0	9.88	-11.88	0.00	15.18	3.9	GOOD_DELIVERY	2026-05-15 09:48:36.073
1979	44	42	2	19.14	-15.88	4.35	26.15	3.91	GOOD_DELIVERY	2026-05-15 09:48:36.073
1146	31	32	1	9.66	-13.53	3.13	16.38	3.94	GOOD_DELIVERY	2026-05-15 09:48:36.073
1810	1	1	0	6	-13	0.00	16.11	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
2620	12	14	2	16.14	-9.5	14.29	37.22	4.21	REGULAR	2026-05-15 09:48:36.073
579	7	6	3	20.33	-2.67	42.86	46.41	1.43	DELIVERY_RISK	2026-05-15 09:48:36.073
2743	1	1	0	7	-7	0.00	48.71	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2079	4	3	0	16.33	-10.33	0.00	18.47	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
38	7	6	0	15.17	-16.67	0.00	39.25	3.14	GOOD_DELIVERY	2026-05-15 09:48:36.073
350	92	97	9	15.57	-11.98	9.18	21.48	3.82	GOOD_DELIVERY	2026-05-15 09:48:36.073
101	77	81	2	8.06	-9.7	2.47	12.37	4.54	FAST_RELIABLE	2026-05-15 09:48:36.073
599	1	1	0	11	-15	0.00	15.10	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2520	1	0	0	NULL	NULL	0.00	8.72	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1916	10	13	0	12.85	-13.92	0.00	18.74	4.08	FAST_RELIABLE	2026-05-15 09:48:36.073
207	4	4	0	4.5	-12	0.00	51.06	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
1369	2	2	0	5.5	-11	0.00	12.89	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2414	4	7	0	8.43	-21.29	0.00	16.35	4.38	FAST_RELIABLE	2026-05-15 09:48:36.073
2912	1	1	0	10	-22	0.00	13.99	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2308	36	38	3	12.18	-6.53	7.50	11.33	3.73	GOOD_DELIVERY	2026-05-15 09:48:36.073
977	34	38	1	9.26	-9.45	2.56	12.47	4.46	FAST_RELIABLE	2026-05-15 09:48:36.073
3055	2	4	0	6.5	-12.5	0.00	11.41	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2222	33	38	0	7.53	-16.32	0.00	16.28	4.11	FAST_RELIABLE	2026-05-15 09:48:36.073
1973	6	7	1	15.86	-10.29	14.29	34.29	4.14	REGULAR	2026-05-15 09:48:36.073
1226	2	2	0	9.5	-19.5	0.00	20.55	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2059	1	1	0	6	-16	0.00	14.28	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2663	55	58	3	12.12	-15.19	5.17	61.75	4.12	GOOD_DELIVERY	2026-05-15 09:48:36.073
585	6	6	2	6.5	-2.83	33.33	12.05	4.33	DELIVERY_RISK	2026-05-15 09:48:36.073
1581	19	18	1	7.17	-9.56	5.26	12.82	4.37	GOOD_DELIVERY	2026-05-15 09:48:36.073
44	9	9	1	10.56	-12.56	11.11	19.14	4.11	REGULAR	2026-05-15 09:48:36.073
1040	5	5	0	8.6	-17.2	0.00	20.46	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
1667	1	1	0	15	-19	0.00	18.82	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1183	28	33	1	5.52	-9.09	3.03	26.66	4.7	FAST_RELIABLE	2026-05-15 09:48:36.073
1432	5	5	1	13.2	-7.8	20.00	13.54	4	REGULAR	2026-05-15 09:48:36.073
934	14	14	1	9.14	-18.36	7.14	18.09	4.07	GOOD_DELIVERY	2026-05-15 09:48:36.073
685	15	15	4	14.27	-5.2	26.67	24.75	3.87	REGULAR	2026-05-15 09:48:36.073
2849	2	3	1	16.67	-6.67	33.33	20.52	2.33	DELIVERY_RISK	2026-05-15 09:48:36.073
293	410	522	52	12.73	-10.09	9.85	15.38	3.8	GOOD_DELIVERY	2026-05-15 09:48:36.073
791	21	41	1	8.61	-11.54	2.44	11.53	3.71	GOOD_DELIVERY	2026-05-15 09:48:36.073
1332	12	13	0	15.77	-10.23	0.00	17.13	4.31	FAST_RELIABLE	2026-05-15 09:48:36.073
2998	3	0	0	NULL	NULL	0.00	19.25	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2457	13	14	1	9.07	-11.36	7.14	16.71	4.36	GOOD_DELIVERY	2026-05-15 09:48:36.073
834	9	12	2	6	-6.92	16.67	11.77	4.83	REGULAR	2026-05-15 09:48:36.073
2955	1	2	0	21	-14	0.00	15.10	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
1724	2	2	0	10	-20	0.00	25.97	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1475	10	10	0	9.9	-11.7	0.00	19.26	4.6	FAST_RELIABLE	2026-05-15 09:48:36.073
2557	14	15	1	12.73	-15.53	6.67	30.28	3.7	GOOD_DELIVERY	2026-05-15 09:48:36.073
642	13	13	3	9.38	-11.62	23.08	18.43	4.23	REGULAR	2026-05-15 09:48:36.073
2806	2	2	0	10.5	-13	0.00	17.96	5	FAST_RELIABLE	2026-05-15 09:48:36.073
393	2	1	1	39	17	50.00	17.27	2.5	DELIVERY_RISK	2026-05-15 09:48:36.073
1624	40	42	2	15.74	-11.88	4.76	21.75	4.36	FAST_RELIABLE	2026-05-15 09:48:36.073
542	2	2	0	8.5	-5.5	0.00	52.19	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2165	1	1	0	19	-10	0.00	16.17	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1	3	3	0	10.67	-16.33	0.00	21.02	3.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
1083	1	0	0	NULL	NULL	0.00	8.91	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2706	1	1	0	2	-11	0.00	8.30	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1020	158	169	10	9.1	-12.5	5.85	14.46	4.16	GOOD_DELIVERY	2026-05-15 09:48:36.073
2016	21	24	2	13.58	-10.79	8.33	14.50	4.29	GOOD_DELIVERY	2026-05-15 09:48:36.073
356	8	8	1	11	-15.63	12.50	16.09	3.75	REGULAR	2026-05-15 09:48:36.073
2348	2	1	0	15	-9	0.00	36.45	2.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
1684	6	6	0	6.5	-12.5	0.00	21.92	4.17	FAST_RELIABLE	2026-05-15 09:48:36.073
2680	1	1	0	6	-7	0.00	29.38	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1352	10	9	1	8.22	-10.44	10.00	23.78	4	GOOD_DELIVERY	2026-05-15 09:48:36.073
688	6	5	0	11.4	-13.8	0.00	15.23	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
1707	140	148	20	14.36	-10.03	13.16	16.69	3.76	REGULAR	2026-05-15 09:48:36.073
1375	313	321	35	14.72	-10.42	10.74	17.11	3.74	REGULAR	2026-05-15 09:48:36.073
3035	6	6	0	6.33	-17.17	0.00	22.88	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
2039	1	1	0	11	-9	0.00	21.91	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2371	7	6	0	13.17	-11.17	0.00	16.28	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2703	18	19	1	13.26	-14.32	5.00	21.27	4.55	FAST_RELIABLE	2026-05-15 09:48:36.073
1043	2	2	0	6.5	-10.5	0.00	16.85	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2726	16	19	0	6.95	-11.42	0.00	17.19	4.32	FAST_RELIABLE	2026-05-15 09:48:36.073
141	9	14	0	7	-15.71	0.00	18.99	4.79	FAST_RELIABLE	2026-05-15 09:48:36.073
2062	5	7	0	12.14	-19.29	0.00	20.11	4.14	FAST_RELIABLE	2026-05-15 09:48:36.073
3058	9	12	3	13.42	-10.58	25.00	19.47	3.67	REGULAR	2026-05-15 09:48:36.073
2394	1	1	1	4	1	100.00	13.25	4	DELIVERY_RISK	2026-05-15 09:48:36.073
2895	1	1	1	25	1	100.00	58.10	4	DELIVERY_RISK	2026-05-15 09:48:36.073
2872	162	170	13	11.74	-13.25	7.60	22.28	4.43	GOOD_DELIVERY	2026-05-15 09:48:36.073
2749	35	35	0	11.6	-19.54	0.00	32.65	4.42	FAST_RELIABLE	2026-05-15 09:48:36.073
3081	7	7	0	7.43	-8	0.00	16.41	4.57	FAST_RELIABLE	2026-05-15 09:48:36.073
2208	7	10	0	5.6	-11.1	0.00	25.38	4.7	FAST_RELIABLE	2026-05-15 09:48:36.073
2540	1	1	1	35	2	100.00	16.14	4	DELIVERY_RISK	2026-05-15 09:48:36.073
851	68	89	2	11.2	-12.85	2.20	22.88	3.76	GOOD_DELIVERY	2026-05-15 09:48:36.073
2517	16	16	0	14.19	-8.69	0.00	27.09	3.94	GOOD_DELIVERY	2026-05-15 09:48:36.073
187	10	11	0	12.36	-17.27	0.00	23.13	4.82	FAST_RELIABLE	2026-05-15 09:48:36.073
1515	2	2	0	9.5	-11.5	0.00	22.91	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1853	5	5	0	6.4	-12.6	0.00	15.71	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
502	51	53	4	12.81	-10.09	7.55	15.21	4.09	GOOD_DELIVERY	2026-05-15 09:48:36.073
164	51	58	11	18.21	-10.12	18.97	28.01	3.78	REGULAR	2026-05-15 09:48:36.073
287	3	3	0	8.67	-2.67	0.00	14.62	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
1166	9	10	0	6.1	-9.9	0.00	22.67	3.7	GOOD_DELIVERY	2026-05-15 09:48:36.073
828	6	3	2	15	-0.33	33.33	17.94	2.5	DELIVERY_RISK	2026-05-15 09:48:36.073
2494	1	1	0	15	-17	0.00	56.33	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1830	1	1	0	4	-26	0.00	18.23	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1561	330	315	18	11.33	-12.03	5.41	18.56	4.19	GOOD_DELIVERY	2026-05-15 09:48:36.073
1807	35	34	3	19.68	-11.29	8.33	19.14	3.78	GOOD_DELIVERY	2026-05-15 09:48:36.073
1143	94	94	8	12.61	-9	8.42	23.08	4.05	GOOD_DELIVERY	2026-05-15 09:48:36.073
2225	6	4	1	11.75	-22.75	16.67	11.17	3.33	REGULAR	2026-05-15 09:48:36.073
310	19	29	3	8.1	-12.76	10.34	34.92	3.66	REGULAR	2026-05-15 09:48:36.073
2889	20	21	2	6.86	-10.14	9.09	16.50	3.91	GOOD_DELIVERY	2026-05-15 09:48:36.073
479	1	1	0	11	-10	0.00	17.14	5	FAST_RELIABLE	2026-05-15 09:48:36.073
974	4	4	0	15.5	-25.5	0.00	49.46	4.25	FAST_RELIABLE	2026-05-15 09:48:36.073
897	1	0	0	NULL	NULL	0.00	19.28	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
874	54	65	5	7.18	-11.35	7.58	13.44	3.89	GOOD_DELIVERY	2026-05-15 09:48:36.073
210	5	5	0	9.2	-13.8	0.00	24.99	3.6	GOOD_DELIVERY	2026-05-15 09:48:36.073
1661	13	11	1	18.18	-12.73	7.69	114.04	3.31	GOOD_DELIVERY	2026-05-15 09:48:36.073
456	7	7	0	10.71	-13.57	0.00	17.70	4.43	FAST_RELIABLE	2026-05-15 09:48:36.073
997	1	1	0	5	-10	0.00	13.12	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
1120	16	22	0	10.41	-12.09	0.00	10.29	3.64	GOOD_DELIVERY	2026-05-15 09:48:36.073
333	4	3	1	14	-10.67	25.00	110.77	4.5	REGULAR	2026-05-15 09:48:36.073
1538	2	1	0	2	-22	0.00	10.27	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
2202	2	1	0	8	-21	0.00	14.31	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
18	11	12	0	8.75	-12.58	0.00	12.24	3.83	GOOD_DELIVERY	2026-05-15 09:48:36.073
3018	8	8	1	6.13	-6.13	12.50	12.48	4.75	REGULAR	2026-05-15 09:48:36.073
765	1	0	0	NULL	NULL	0.00	20.80	0	GOOD_DELIVERY	2026-05-15 09:48:36.073
2686	3	3	0	6.33	-16.67	0.00	14.66	3.33	GOOD_DELIVERY	2026-05-15 09:48:36.073
2935	1	1	0	9	-13	0.00	16.17	5	FAST_RELIABLE	2026-05-15 09:48:36.073
373	78	77	4	14.55	-13.49	5.06	30.90	4.04	GOOD_DELIVERY	2026-05-15 09:48:36.073
705	83	95	8	9.79	-10.78	8.08	18.74	3.93	GOOD_DELIVERY	2026-05-15 09:48:36.073
2248	18	38	0	7.87	-24.32	0.00	12.44	2.66	GOOD_DELIVERY	2026-05-15 09:48:36.073
2580	3	3	0	9.33	-13	0.00	24.41	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
1644	17	19	1	7.47	-11.05	5.26	13.31	4.47	GOOD_DELIVERY	2026-05-15 09:48:36.073
2972	19	19	1	12.42	-9.74	5.26	14.51	4	GOOD_DELIVERY	2026-05-15 09:48:36.073
1312	2	2	0	9	-16	0.00	16.63	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2640	1	1	0	11	-8	0.00	12.79	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1999	17	18	0	17.22	-14.72	0.00	16.26	4.37	FAST_RELIABLE	2026-05-15 09:48:36.073
2331	1	1	1	28	6	100.00	61.28	3	DELIVERY_RISK	2026-05-15 09:48:36.073
1847	83	86	10	18.09	-9.76	11.36	24.45	2.83	REGULAR	2026-05-15 09:48:36.073
2434	1	1	0	7	-16	0.00	31.20	5	FAST_RELIABLE	2026-05-15 09:48:36.073
519	30	31	3	13.29	-14.74	9.68	32.28	4.19	GOOD_DELIVERY	2026-05-15 09:48:36.073
2185	1	1	0	17	-18	0.00	18.61	5	FAST_RELIABLE	2026-05-15 09:48:36.073
270	29	30	2	13.97	-10	6.25	29.09	3.63	GOOD_DELIVERY	2026-05-15 09:48:36.073
1598	2	2	0	16	-7	0.00	16.78	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1498	135	139	8	15.28	-12.36	5.63	27.94	3.99	GOOD_DELIVERY	2026-05-15 09:48:36.073
2826	129	148	15	12.64	-9.68	10.14	13.44	3.89	REGULAR	2026-05-15 09:48:36.073
2832	48	50	12	14.52	-7.22	24.00	16.48	3.78	REGULAR	2026-05-15 09:48:36.073
2285	6	6	0	7	-11.33	0.00	15.57	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
957	1	0	0	NULL	NULL	0.00	16.99	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1060	4	9	1	12.22	-11	11.11	203.80	4.44	REGULAR	2026-05-15 09:48:36.073
1893	2	3	0	10	-18	0.00	19.04	2.33	GOOD_DELIVERY	2026-05-15 09:48:36.073
811	1	1	0	19	-10	0.00	14.52	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2139	19	20	0	10.7	-21.15	0.00	19.85	4.95	FAST_RELIABLE	2026-05-15 09:48:36.073
1306	8	8	0	11.38	-13.63	0.00	41.32	4.38	FAST_RELIABLE	2026-05-15 09:48:36.073
224	1	1	0	13	-19	0.00	132.95	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1993	128	141	14	13.13	-10.21	9.86	20.07	3.95	GOOD_DELIVERY	2026-05-15 09:48:36.073
1747	106	108	8	16.47	-13.48	7.02	20.04	3.82	GOOD_DELIVERY	2026-05-15 09:48:36.073
665	7	12	5	12.67	-7.33	41.67	17.24	3.33	DELIVERY_RISK	2026-05-15 09:48:36.073
2534	9	9	1	12	-14.44	11.11	14.66	4.11	REGULAR	2026-05-15 09:48:36.073
1206	22	20	1	9.6	-12.05	4.55	13.92	3.95	GOOD_DELIVERY	2026-05-15 09:48:36.073
3075	9	10	0	13.1	-17.9	0.00	35.57	4.6	FAST_RELIABLE	2026-05-15 09:48:36.073
124	5	5	0	6.4	-4.4	0.00	14.57	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1452	2	2	0	10	-20	0.00	69.97	5	FAST_RELIABLE	2026-05-15 09:48:36.073
911	2	3	0	6.33	-16.67	0.00	15.13	3.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
2431	58	58	2	12.26	-13.36	3.45	31.82	4.57	FAST_RELIABLE	2026-05-15 09:48:36.073
2597	12	14	0	11.07	-8.79	0.00	16.56	4.43	FAST_RELIABLE	2026-05-15 09:48:36.073
2099	5	5	0	7	-8.8	0.00	13.03	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1435	2	2	0	15	-15	0.00	14.64	2.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
1933	2	2	0	7	-14	0.00	19.04	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
1601	15	15	2	13.87	-11.67	13.33	18.40	4.13	REGULAR	2026-05-15 09:48:36.073
937	2	2	0	19	-15.5	0.00	33.92	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
439	1	1	0	8	-12	0.00	19.55	5	FAST_RELIABLE	2026-05-15 09:48:36.073
582	34	36	1	7.5	-9.67	2.78	16.52	4.64	FAST_RELIABLE	2026-05-15 09:48:36.073
84	26	30	3	9.67	-14.67	10.00	17.53	4.37	GOOD_DELIVERY	2026-05-15 09:48:36.073
416	70	79	11	13.85	-11.32	13.75	27.10	3.61	REGULAR	2026-05-15 09:48:36.073
1578	1	0	0	NULL	NULL	0.00	24.84	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
1080	1	2	2	69	22	100.00	20.74	1	DELIVERY_RISK	2026-05-15 09:48:36.073
2076	1	0	0	NULL	NULL	0.00	9.34	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1223	104	120	9	10.58	-9.74	7.44	17.53	4.25	GOOD_DELIVERY	2026-05-15 09:48:36.073
2809	87	85	4	16.78	-18.79	4.35	19.15	3.73	GOOD_DELIVERY	2026-05-15 09:48:36.073
227	17	19	1	9.32	-19.16	5.26	14.26	3.74	GOOD_DELIVERY	2026-05-15 09:48:36.073
1813	5	4	1	13.75	-7.75	20.00	13.05	3.2	REGULAR	2026-05-15 09:48:36.073
559	1	1	0	11	-15	0.00	15.10	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1790	6	6	0	16.17	-12.83	0.00	24.27	3.83	GOOD_DELIVERY	2026-05-15 09:48:36.073
204	5	5	0	5.8	-9.2	0.00	16.30	4.6	FAST_RELIABLE	2026-05-15 09:48:36.073
1458	15	15	3	5.27	-8.2	20.00	10.29	4.6	REGULAR	2026-05-15 09:48:36.073
745	7	7	0	11.57	-20.29	0.00	20.71	4.86	FAST_RELIABLE	2026-05-15 09:48:36.073
2454	1	1	1	45	14	100.00	17.81	1	DELIVERY_RISK	2026-05-15 09:48:36.073
1266	18	18	3	5.83	-6.17	16.67	17.40	4.06	REGULAR	2026-05-15 09:48:36.073
1100	14	14	2	4.07	-4.57	14.29	10.98	4.64	REGULAR	2026-05-15 09:48:36.073
1272	5	6	0	4.67	-14.67	0.00	17.20	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
1764	3	3	1	7.67	-4.67	33.33	13.33	3	DELIVERY_RISK	2026-05-15 09:48:36.073
602	2	2	0	7	-23.5	0.00	33.72	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2766	1	1	0	5	-20	0.00	50.98	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2666	4	4	0	10	-13.5	0.00	23.14	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
1123	10	12	0	7	-17.08	0.00	15.74	4.42	FAST_RELIABLE	2026-05-15 09:48:36.073
625	24	24	0	10.17	-16.92	0.00	31.61	3.83	GOOD_DELIVERY	2026-05-15 09:48:36.073
2623	19	22	1	11.45	-7.86	4.55	15.40	4.23	FAST_RELIABLE	2026-05-15 09:48:36.073
459	4	4	0	6.75	-10.25	0.00	17.50	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2125	10	10	1	10.1	-19.8	10.00	11.28	4.8	GOOD_DELIVERY	2026-05-15 09:48:36.073
2617	3	3	0	10	-15.33	0.00	22.30	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
2789	1	2	0	4	-13	0.00	8.72	5	FAST_RELIABLE	2026-05-15 09:48:36.073
61	62	62	7	12.94	-12.39	11.11	19.93	4.1	REGULAR	2026-05-15 09:48:36.073
1392	319	328	26	14.69	-13.85	7.85	20.89	4.02	GOOD_DELIVERY	2026-05-15 09:48:36.073
2056	1	1	0	8	-18	0.00	15.57	5	FAST_RELIABLE	2026-05-15 09:48:36.073
725	2	2	0	7	-16.5	0.00	21.04	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2474	1	1	0	12	-27	0.00	39.02	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1415	94	111	11	10.89	-11.12	9.73	43.89	4.24	GOOD_DELIVERY	2026-05-15 09:48:36.073
1292	13	20	0	12.5	-12.7	0.00	26.23	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
1833	51	64	3	11.08	-14.2	4.55	24.16	3.18	GOOD_DELIVERY	2026-05-15 09:48:36.073
751	12	14	0	10.5	-17.79	0.00	17.54	3.06	GOOD_DELIVERY	2026-05-15 09:48:36.073
1956	1	1	1	6	0	100.00	10.57	5	DELIVERY_RISK	2026-05-15 09:48:36.073
2497	3	2	0	11	-8.5	0.00	19.91	2.33	GOOD_DELIVERY	2026-05-15 09:48:36.073
433	158	163	9	10.48	-12.25	5.49	22.41	3.88	GOOD_DELIVERY	2026-05-15 09:48:36.073
2852	83	84	3	12.86	-11.24	3.45	19.70	4.11	FAST_RELIABLE	2026-05-15 09:48:36.073
682	23	24	3	14.96	-12.38	12.00	14.54	3.8	REGULAR	2026-05-15 09:48:36.073
2354	111	125	6	9.53	-15.31	4.80	33.74	3.69	GOOD_DELIVERY	2026-05-15 09:48:36.073
2603	10	10	1	8.9	-12.3	10.00	21.93	3.7	GOOD_DELIVERY	2026-05-15 09:48:36.073
539	43	42	6	13.86	-10.17	13.64	17.10	3.7	REGULAR	2026-05-15 09:48:36.073
1037	6	6	0	9.33	-14.17	0.00	19.42	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
1535	21	21	1	7.71	-11.38	4.55	12.17	4.36	FAST_RELIABLE	2026-05-15 09:48:36.073
41	2	2	1	22.5	-1.5	50.00	45.43	3.5	DELIVERY_RISK	2026-05-15 09:48:36.073
2746	1	0	0	NULL	NULL	0.00	50.09	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1584	1	1	1	21	5	100.00	193.21	0	DELIVERY_RISK	2026-05-15 09:48:36.073
2305	1	0	0	NULL	NULL	0.00	9.26	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
894	215	218	17	9.38	-9.25	7.76	15.27	4.35	GOOD_DELIVERY	2026-05-15 09:48:36.073
1976	1	1	0	13	-16	0.00	34.40	5	FAST_RELIABLE	2026-05-15 09:48:36.073
980	4	4	0	12.25	-11.25	0.00	20.21	4.25	FAST_RELIABLE	2026-05-15 09:48:36.073
645	2	1	0	2	-15	0.00	11.25	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
1727	2	1	0	16	-12	0.00	22.19	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
1372	212	223	20	10.14	-10.44	8.77	14.11	3.48	GOOD_DELIVERY	2026-05-15 09:48:36.073
2995	217	227	38	13.08	-9.04	16.67	18.78	4.21	REGULAR	2026-05-15 09:48:36.073
1286	7	7	0	10.86	-12.43	0.00	45.87	4.86	FAST_RELIABLE	2026-05-15 09:48:36.073
2368	1	1	0	12	-14	0.00	15.23	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1913	10	10	1	14.2	-11.6	10.00	14.11	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
2909	11	11	0	8.64	-12	0.00	13.61	4.73	FAST_RELIABLE	2026-05-15 09:48:36.073
290	4	5	0	4.8	-9.8	0.00	12.53	3.8	GOOD_DELIVERY	2026-05-15 09:48:36.073
2019	6	7	0	18.71	-9.29	0.00	29.53	3.86	GOOD_DELIVERY	2026-05-15 09:48:36.073
104	4	8	1	13.75	-18	12.50	25.69	4.13	REGULAR	2026-05-15 09:48:36.073
1521	1	1	0	11	-15	0.00	12.69	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2268	2	2	0	4.5	-13	0.00	11.16	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
