seller_sk	total_orders	delivered_orders	delayed_orders	avg_delivery_days	avg_estimated_gap_days	delay_rate	avg_freight_value	avg_review_score	delivery_segment	dwh_create_date
2198	31	38	6	11.47	-11.76	15.38	21.32	4.21	REGULAR	2026-05-15 09:48:36.073
2690	332	370	15	12.79	-16	4.03	25.55	4.14	FAST_RELIABLE	2026-05-15 09:48:36.073
2149	10	11	1	12.09	-9.45	9.09	25.40	4.64	GOOD_DELIVERY	2026-05-15 09:48:36.073
2026	6	6	2	21.5	-4.33	33.33	29.67	3.67	DELIVERY_RISK	2026-05-15 09:48:36.073
2696	14	16	0	14.31	-9.56	0.00	18.28	4.06	FAST_RELIABLE	2026-05-15 09:48:36.073
2524	11	12	0	6.08	-12.25	0.00	53.84	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1485	7	7	1	15.43	-11.43	14.29	31.91	4.29	REGULAR	2026-05-15 09:48:36.073
1983	1	1	0	21	-8	0.00	17.09	5	FAST_RELIABLE	2026-05-15 09:48:36.073
532	1	1	0	10	-8	0.00	19.89	5	FAST_RELIABLE	2026-05-15 09:48:36.073
11	103	135	6	15.7	-15.53	4.44	16.93	3.76	GOOD_DELIVERY	2026-05-15 09:48:36.073
2006	6	7	1	19.86	-10	7.69	22.12	2.38	GOOD_DELIVERY	2026-05-15 09:48:36.073
2175	142	162	4	9.71	-15.08	2.45	15.33	4.01	FAST_RELIABLE	2026-05-15 09:48:36.073
1342	40	55	0	8.22	-15.29	0.00	13.99	4.52	FAST_RELIABLE	2026-05-15 09:48:36.073
675	12	13	0	9.69	-11.54	0.00	17.45	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2839	9	9	0	7.22	-19.44	0.00	12.91	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1365	67	84	9	21.12	-11.23	10.71	13.55	3.42	REGULAR	2026-05-15 09:48:36.073
652	21	24	0	11.25	-19.25	0.00	20.05	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
111	5	5	0	5.4	-8.6	0.00	10.50	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2816	22	30	0	9.5	-13.63	0.00	24.22	4.47	FAST_RELIABLE	2026-05-15 09:48:36.073
1193	2	1	0	25	-10	0.00	43.12	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
824	3	3	0	4	-24.67	0.00	18.06	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
1906	1	1	1	37	14	100.00	15.43	1	DELIVERY_RISK	2026-05-15 09:48:36.073
1963	64	77	5	11.55	-10.61	6.33	14.08	3.87	GOOD_DELIVERY	2026-05-15 09:48:36.073
54	16	15	1	11.53	-13.93	6.25	21.65	4.31	GOOD_DELIVERY	2026-05-15 09:48:36.073
303	10	9	0	11.67	-18.78	0.00	23.99	3.9	GOOD_DELIVERY	2026-05-15 09:48:36.073
2212	26	28	2	10.29	-11.14	7.14	20.82	4.07	GOOD_DELIVERY	2026-05-15 09:48:36.073
1465	15	15	1	8.6	-11.2	6.67	14.93	4.27	GOOD_DELIVERY	2026-05-15 09:48:36.073
1714	77	88	2	11.36	-13.09	2.27	19.47	4.41	FAST_RELIABLE	2026-05-15 09:48:36.073
2461	10	10	0	7.3	-12.7	0.00	14.06	4.8	FAST_RELIABLE	2026-05-15 09:48:36.073
552	7	7	1	7.14	-5.29	14.29	16.89	3.86	REGULAR	2026-05-15 09:48:36.073
446	107	114	6	9.96	-14.57	5.17	14.56	4.38	GOOD_DELIVERY	2026-05-15 09:48:36.073
944	3	3	0	6	-12.67	0.00	18.83	3.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
2567	34	37	5	12	-12.3	13.16	14.67	3.37	REGULAR	2026-05-15 09:48:36.073
1073	29	29	4	15.45	-9.45	13.33	15.67	4.03	REGULAR	2026-05-15 09:48:36.073
1571	3	9	0	5.11	-8.89	0.00	8.60	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2069	5	4	0	11.5	-19.5	0.00	25.15	4.2	FAST_RELIABLE	2026-05-15 09:48:36.073
1926	19	22	2	14.55	-8.95	9.09	23.03	4.23	GOOD_DELIVERY	2026-05-15 09:48:36.073
1677	2	2	0	6	-18	0.00	20.90	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
91	3	7	0	14.14	-8.14	0.00	12.31	4.29	FAST_RELIABLE	2026-05-15 09:48:36.073
340	5	5	0	7.6	-10.2	0.00	20.34	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2759	1	1	0	5	-16	0.00	12.97	5	FAST_RELIABLE	2026-05-15 09:48:36.073
3008	1	1	0	10	-14	0.00	16.39	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2945	6	6	0	7.83	-13.83	0.00	13.04	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2404	6	6	0	6.83	-11.17	0.00	15.82	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
2318	1	1	0	11	-7	0.00	37.72	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1322	1	1	0	9	-17	0.00	148.71	5	FAST_RELIABLE	2026-05-15 09:48:36.073
695	1	1	0	7	-6	0.00	7.39	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1379	76	97	9	10.8	-11.8	9.28	14.77	4.2	GOOD_DELIVERY	2026-05-15 09:48:36.073
1130	17	21	4	12.86	-9.62	19.05	19.87	2.33	REGULAR	2026-05-15 09:48:36.073
887	29	28	4	16.64	-13.25	13.33	27.98	3.9	REGULAR	2026-05-15 09:48:36.073
1136	2	0	0	NULL	NULL	0.00	22.41	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
881	2	2	0	7.5	-12.5	0.00	13.60	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
3045	2	1	0	14	-19	0.00	13.68	2.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
3051	3	3	0	18.67	-7.67	0.00	17.91	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
489	2	1	0	10	-5	0.00	49.88	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
1030	1	0	0	NULL	NULL	0.00	9.56	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1528	11	8	1	14.38	-12.5	9.09	17.72	3.64	GOOD_DELIVERY	2026-05-15 09:48:36.073
987	1	0	0	NULL	NULL	0.00	10.96	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2653	1	1	0	3	-19	0.00	12.16	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1920	13	16	1	12.88	-12.25	6.25	17.32	3.75	GOOD_DELIVERY	2026-05-15 09:48:36.073
589	30	29	5	17.03	-5.66	16.67	13.38	4.17	REGULAR	2026-05-15 09:48:36.073
2510	77	83	7	14.25	-12.7	8.43	36.74	4.13	GOOD_DELIVERY	2026-05-15 09:48:36.073
3002	90	97	10	11.2	-10.81	10.10	20.22	3.67	REGULAR	2026-05-15 09:48:36.073
838	33	33	2	7.18	-12.24	5.56	21.65	3.69	GOOD_DELIVERY	2026-05-15 09:48:36.073
1671	19	23	0	8.26	-15.91	0.00	22.90	3.87	GOOD_DELIVERY	2026-05-15 09:48:36.073
2753	2	2	0	5.5	-12.5	0.00	16.22	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1428	7	6	0	4.83	-5.5	0.00	13.93	4.29	FAST_RELIABLE	2026-05-15 09:48:36.073
2361	245	241	27	15.14	-9.93	10.42	19.47	3.81	REGULAR	2026-05-15 09:48:36.073
197	9	8	0	9.88	-14.13	0.00	18.28	3.89	GOOD_DELIVERY	2026-05-15 09:48:36.073
1279	6	5	0	4.8	-16.8	0.00	23.90	3.83	GOOD_DELIVERY	2026-05-15 09:48:36.073
738	1	1	0	5	-17	0.00	12.48	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1820	1	1	0	22	-17	0.00	21.30	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2902	1	0	0	NULL	NULL	0.00	28.78	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
214	531	552	35	14.34	-12.26	6.27	17.48	4.13	GOOD_DELIVERY	2026-05-15 09:48:36.073
2467	2	2	0	19.5	-9	0.00	15.76	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2135	15	17	0	8.24	-19.41	0.00	23.10	4.47	FAST_RELIABLE	2026-05-15 09:48:36.073
2799	7	7	1	35.71	12.29	14.29	12.60	3.71	REGULAR	2026-05-15 09:48:36.073
2112	6	6	1	15	-7.67	16.67	25.08	3.67	REGULAR	2026-05-15 09:48:36.073
569	5	5	0	8.4	-19	0.00	15.64	4.8	FAST_RELIABLE	2026-05-15 09:48:36.073
1448	5	9	0	9.89	-18.22	0.00	23.35	4.78	FAST_RELIABLE	2026-05-15 09:48:36.073
901	11	12	1	7.42	-12	8.33	15.19	3.83	GOOD_DELIVERY	2026-05-15 09:48:36.073
237	10	11	0	7.09	-21.27	0.00	23.91	4.09	FAST_RELIABLE	2026-05-15 09:48:36.073
2776	14	15	0	6.93	-16	0.00	12.96	3.8	GOOD_DELIVERY	2026-05-15 09:48:36.073
1780	1	1	0	13	-8	0.00	19.22	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2444	1	1	0	6	-15	0.00	19.32	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2822	1	1	0	12	-1	0.00	21.49	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2962	110	115	8	10.97	-15.57	6.84	13.23	3.83	GOOD_DELIVERY	2026-05-15 09:48:36.073
383	11	11	0	9.45	-13.18	0.00	15.21	4.55	FAST_RELIABLE	2026-05-15 09:48:36.073
970	50	68	7	15.15	-8.74	10.29	42.93	3.93	REGULAR	2026-05-15 09:48:36.073
2298	7	5	0	14.8	-17.4	0.00	35.50	3.57	GOOD_DELIVERY	2026-05-15 09:48:36.073
2968	2	0	0	NULL	NULL	0.00	16.20	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1634	1	1	0	3	-26	0.00	39.72	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1047	4	4	0	10.5	-7.75	0.00	30.37	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1657	300	334	18	10.78	-15	5.39	21.30	4.34	GOOD_DELIVERY	2026-05-15 09:48:36.073
2321	28	28	3	10.75	-9.11	10.71	14.20	4.36	REGULAR	2026-05-15 09:48:36.073
2985	1	1	0	3	-9	0.00	7.78	5	FAST_RELIABLE	2026-05-15 09:48:36.073
360	1	1	0	35	-11	0.00	16.81	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
924	365	386	18	13.03	-13.01	4.60	19.99	4.16	FAST_RELIABLE	2026-05-15 09:48:36.073
1757	152	171	25	14.33	-9.63	14.37	21.83	4.03	REGULAR	2026-05-15 09:48:36.073
429	4	4	0	9.5	-23.75	0.00	17.67	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
2421	10	11	2	17.82	-6.18	16.67	14.63	3.33	REGULAR	2026-05-15 09:48:36.073
1588	2	1	0	17	-16	0.00	13.68	2.33	GOOD_DELIVERY	2026-05-15 09:48:36.073
1093	2	2	0	5.5	-12.5	0.00	11.48	5	FAST_RELIABLE	2026-05-15 09:48:36.073
260	1	1	0	13	-19	0.00	62.77	5	FAST_RELIABLE	2026-05-15 09:48:36.073
283	56	61	5	22.82	-12.23	8.20	160.55	4.34	GOOD_DELIVERY	2026-05-15 09:48:36.073
1070	6	6	0	12.17	-15.83	0.00	26.02	3.83	GOOD_DELIVERY	2026-05-15 09:48:36.073
1734	4	10	6	7.5	-3.8	60.00	15.10	2.5	DELIVERY_RISK	2026-05-15 09:48:36.073
947	10	9	2	13.78	-12.56	13.33	14.41	2.47	REGULAR	2026-05-15 09:48:36.073
406	2	2	0	8.5	-18.5	0.00	37.20	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1611	1	2	0	9	-21	0.00	60.08	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2275	1	1	1	33	4	100.00	15.56	0	DELIVERY_RISK	2026-05-15 09:48:36.073
2129	55	51	9	19.2	-11.35	15.79	18.88	3.61	REGULAR	2026-05-15 09:48:36.073
469	26	39	0	9.36	-15.95	0.00	13.40	3.79	GOOD_DELIVERY	2026-05-15 09:48:36.073
801	3	2	0	6	-14	0.00	12.15	3.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
1797	3	2	1	13.5	-3.5	33.33	13.29	2.33	DELIVERY_RISK	2026-05-15 09:48:36.073
220	4	4	0	4	-8	0.00	9.15	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1216	1	1	1	18	7	100.00	7.39	1	DELIVERY_RISK	2026-05-15 09:48:36.073
1548	1	1	0	2	-6	0.00	7.49	4	FAST_RELIABLE	2026-05-15 09:48:36.073
907	62	66	5	9.06	-11.56	7.58	16.72	3.88	GOOD_DELIVERY	2026-05-15 09:48:36.073
1110	13	13	3	19.62	-7.15	23.08	57.40	3.92	REGULAR	2026-05-15 09:48:36.073
1442	5	4	0	11.5	-9	0.00	12.24	3.6	GOOD_DELIVERY	2026-05-15 09:48:36.073
1903	6	6	0	10.5	-24.17	0.00	18.94	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2235	6	7	1	12	-4.43	14.29	18.59	3.71	REGULAR	2026-05-15 09:48:36.073
114	1	1	0	10	-13	0.00	67.57	5	FAST_RELIABLE	2026-05-15 09:48:36.073
423	53	52	6	13.17	-10.96	10.91	25.08	3.61	REGULAR	2026-05-15 09:48:36.073
1594	11	11	0	18.09	-25.55	0.00	21.06	4.55	FAST_RELIABLE	2026-05-15 09:48:36.073
2427	15	14	0	12.64	-13.29	0.00	14.95	4.2	FAST_RELIABLE	2026-05-15 09:48:36.073
2922	4	9	0	12.22	-13.11	0.00	21.63	3.57	GOOD_DELIVERY	2026-05-15 09:48:36.073
755	7	7	0	9.86	-19.14	0.00	18.91	4.43	FAST_RELIABLE	2026-05-15 09:48:36.073
2676	1	1	0	7	-32	0.00	22.34	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2590	1	1	0	4	-13	0.00	39.17	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
609	100	121	2	8.6	-13.49	1.65	14.71	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
2281	12	12	2	14.42	-14.25	16.67	18.28	4	REGULAR	2026-05-15 09:48:36.073
2736	16	17	3	10.53	-10.88	17.65	14.90	4.24	REGULAR	2026-05-15 09:48:36.073
277	17	17	3	8.59	-7.82	17.65	18.92	4.47	REGULAR	2026-05-15 09:48:36.073
3068	3	3	0	14.33	-10	0.00	18.13	4	FAST_RELIABLE	2026-05-15 09:48:36.073
68	2	2	1	6	-2.5	50.00	22.95	5	DELIVERY_RISK	2026-05-15 09:48:36.073
1740	2	2	0	2.5	-9.5	0.00	16.82	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2381	15	16	2	15.69	-11.19	12.50	34.92	3.5	REGULAR	2026-05-15 09:48:36.073
1053	252	255	9	11.14	-13.04	3.46	15.90	4.23	FAST_RELIABLE	2026-05-15 09:48:36.073
2630	50	57	7	8.07	-8.49	12.28	12.81	4.81	REGULAR	2026-05-15 09:48:36.073
964	13	15	0	12.27	-10.33	0.00	19.47	2.87	GOOD_DELIVERY	2026-05-15 09:48:36.073
1302	12	13	1	10.23	-8.77	7.69	43.38	4.38	GOOD_DELIVERY	2026-05-15 09:48:36.073
715	14	13	0	10.31	-14.38	0.00	33.30	4.43	FAST_RELIABLE	2026-05-15 09:48:36.073
1989	250	256	12	12.51	-14.67	4.63	19.87	4.33	FAST_RELIABLE	2026-05-15 09:48:36.073
323	81	83	6	12.25	-13.27	7.06	13.49	4.53	GOOD_DELIVERY	2026-05-15 09:48:36.073
2530	13	16	1	13.88	-21.31	6.25	16.26	3.81	GOOD_DELIVERY	2026-05-15 09:48:36.073
1694	18	18	0	9.11	-15.94	0.00	18.83	4.33	FAST_RELIABLE	2026-05-15 09:48:36.073
366	55	72	10	12.11	-7.28	13.89	12.98	4.28	REGULAR	2026-05-15 09:48:36.073
1651	5	6	0	12	-13.33	0.00	58.56	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
28	2	8	0	18.25	-40.5	0.00	26.50	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
2089	10	11	0	12	-12.73	0.00	16.80	3.82	GOOD_DELIVERY	2026-05-15 09:48:36.073
174	233	261	4	11.05	-16.7	1.51	16.23	4.25	FAST_RELIABLE	2026-05-15 09:48:36.073
761	2	2	0	9.5	-16	0.00	14.14	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
1256	1	0	0	NULL	NULL	0.00	12.79	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1007	21	21	3	13.95	-7.43	13.04	20.72	3.3	REGULAR	2026-05-15 09:48:36.073
1010	21	20	0	10.15	-15.25	0.00	15.86	4.1	FAST_RELIABLE	2026-05-15 09:48:36.073
1843	12	12	0	9.25	-11.83	0.00	16.96	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
2338	3	1	1	27	5	33.33	14.22	2.33	DELIVERY_RISK	2026-05-15 09:48:36.073
1402	50	50	3	13.62	-11.82	5.77	21.51	3.75	GOOD_DELIVERY	2026-05-15 09:48:36.073
3025	581	575	59	13.32	-10.27	10.14	17.10	4.31	REGULAR	2026-05-15 09:48:36.073
320	56	60	1	10.27	-14.28	1.64	16.18	4.08	FAST_RELIABLE	2026-05-15 09:48:36.073
1156	25	33	0	10.09	-17.42	0.00	15.28	4.27	FAST_RELIABLE	2026-05-15 09:48:36.073
74	58	59	3	12.36	-17.75	4.92	29.43	4.2	FAST_RELIABLE	2026-05-15 09:48:36.073
2484	55	63	0	8.94	-12.32	0.00	22.22	4.05	FAST_RELIABLE	2026-05-15 09:48:36.073
615	9	10	0	9.2	-19.9	0.00	17.35	4.6	FAST_RELIABLE	2026-05-15 09:48:36.073
1697	3	4	0	6.5	-22	0.00	16.97	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
861	3	3	1	22	-14.67	33.33	25.83	4	DELIVERY_RISK	2026-05-15 09:48:36.073
1943	1	1	0	18	-17	0.00	34.71	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2384	6	5	2	16.8	-5	33.33	15.01	3.33	DELIVERY_RISK	2026-05-15 09:48:36.073
131	13	14	1	12.29	-12.36	7.14	16.71	4.29	GOOD_DELIVERY	2026-05-15 09:48:36.073
2550	1	1	0	10	-21	0.00	26.69	5	FAST_RELIABLE	2026-05-15 09:48:36.073
3048	4	4	0	8.5	-11.25	0.00	13.17	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2052	2	2	0	16.5	-9.5	0.00	17.10	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2905	22	21	3	19	-6.81	13.04	18.39	2.96	REGULAR	2026-05-15 09:48:36.073
1837	71	76	6	12.61	-12.87	7.69	15.49	4.26	GOOD_DELIVERY	2026-05-15 09:48:36.073
1176	13	14	4	22.07	-1.86	28.57	14.89	3.57	REGULAR	2026-05-15 09:48:36.073
2172	33	35	3	11.97	-11.26	7.89	26.63	3.66	GOOD_DELIVERY	2026-05-15 09:48:36.073
1505	18	18	1	11.78	-12.11	5.56	15.93	4.11	GOOD_DELIVERY	2026-05-15 09:48:36.073
841	3	3	0	6.33	-16	0.00	19.58	3.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
2836	2	3	0	11	-8	0.00	18.42	5	FAST_RELIABLE	2026-05-15 09:48:36.073
512	1	1	0	6	-25	0.00	63.90	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2527	78	80	7	11.13	-11.21	8.64	14.31	3.74	GOOD_DELIVERY	2026-05-15 09:48:36.073
486	14	15	4	7.87	-4.87	26.67	10.75	4.67	REGULAR	2026-05-15 09:48:36.073
2195	11	10	1	17.7	-11.2	7.69	17.59	3.85	GOOD_DELIVERY	2026-05-15 09:48:36.073
1531	12	12	2	11	-7.08	16.67	12.54	4	REGULAR	2026-05-15 09:48:36.073
1296	124	130	11	14.34	-10.12	8.33	16.12	4.13	GOOD_DELIVERY	2026-05-15 09:48:36.073
1462	129	151	13	11.6	-12.46	8.39	25.97	4.05	GOOD_DELIVERY	2026-05-15 09:48:36.073
2713	42	50	2	7.48	-11.68	4.00	14.72	4.32	FAST_RELIABLE	2026-05-15 09:48:36.073
1219	37	38	2	13.13	-14.84	5.13	22.60	3.69	GOOD_DELIVERY	2026-05-15 09:48:36.073
798	1	3	0	22	-2	0.00	17.06	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
698	104	118	8	14.31	-11.82	6.61	20.26	3.86	GOOD_DELIVERY	2026-05-15 09:48:36.073
1362	44	50	4	16.72	-10.14	7.55	17.06	3.66	GOOD_DELIVERY	2026-05-15 09:48:36.073
821	94	92	12	16.57	-11.38	12.63	22.07	3.81	REGULAR	2026-05-15 09:48:36.073
1319	55	54	2	14.28	-14.74	3.57	18.48	4.04	FAST_RELIABLE	2026-05-15 09:48:36.073
157	5	5	0	8.6	-16.8	0.00	17.52	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1860	5	4	1	18.25	-13.25	20.00	18.00	3.8	REGULAR	2026-05-15 09:48:36.073
2862	8	8	0	9.5	-13.25	0.00	28.86	5	FAST_RELIABLE	2026-05-15 09:48:36.073
655	7	8	1	18.88	-9.63	12.50	59.93	4	REGULAR	2026-05-15 09:48:36.073
1196	1	0	0	NULL	NULL	0.00	13.10	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1511	5	5	0	8.8	-11.6	0.00	20.38	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
1339	2	1	0	22	-44	0.00	53.92	1.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
2593	2	0	0	NULL	NULL	0.00	23.72	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2670	3	3	0	13	-14.33	0.00	29.78	2.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
506	12	12	0	10.42	-15.08	0.00	27.14	5	FAST_RELIABLE	2026-05-15 09:48:36.073
678	1	1	0	6	-12	0.00	15.28	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2152	45	45	2	12.24	-13.78	4.35	64.28	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2029	51	51	8	14.75	-9.53	15.38	14.28	3.92	REGULAR	2026-05-15 09:48:36.073
1488	3	3	0	8.67	-20	0.00	21.81	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
2693	5	5	0	11.8	-14	0.00	19.11	4.6	FAST_RELIABLE	2026-05-15 09:48:36.073
2570	2	6	0	12.83	-13.67	0.00	14.10	1.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
529	2	2	0	16.5	-29	0.00	14.46	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
1880	6	7	0	7.57	-16.29	0.00	26.21	3.86	GOOD_DELIVERY	2026-05-15 09:48:36.073
1382	106	110	8	13.38	-12.05	7.14	23.79	4.26	GOOD_DELIVERY	2026-05-15 09:48:36.073
386	2	2	0	4.5	-6.5	0.00	19.64	5	FAST_RELIABLE	2026-05-15 09:48:36.073
635	36	43	2	13.98	-17	4.65	19.25	4.44	FAST_RELIABLE	2026-05-15 09:48:36.073
1133	6	9	0	5	-15.33	0.00	95.15	4.89	FAST_RELIABLE	2026-05-15 09:48:36.073
137	2	2	0	2	-8.5	0.00	9.74	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1631	2	2	0	7.5	-11.5	0.00	11.61	5	FAST_RELIABLE	2026-05-15 09:48:36.073
884	1	1	0	4	-8	0.00	16.07	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2401	42	45	1	11.44	-12.58	2.22	18.56	4.38	FAST_RELIABLE	2026-05-15 09:48:36.073
1239	7	11	3	14.36	-5.55	27.27	29.02	4.64	REGULAR	2026-05-15 09:48:36.073
2899	1	1	0	12	-21	0.00	14.43	4	FAST_RELIABLE	2026-05-15 09:48:36.073
778	1	1	0	9	-4	0.00	18.40	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1276	1	1	0	3	-14	0.00	13.62	5	FAST_RELIABLE	2026-05-15 09:48:36.073
741	1	2	0	8	-10	0.00	14.44	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2258	68	83	19	15.24	-6.9	22.62	15.75	2.99	REGULAR	2026-05-15 09:48:36.073
3005	6	6	0	12.67	-16	0.00	16.74	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2009	2	0	0	NULL	NULL	0.00	22.82	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
3091	1	0	0	NULL	NULL	0.00	9.62	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
8	1	1	0	9	-10	0.00	12.08	5	FAST_RELIABLE	2026-05-15 09:48:36.073
990	173	177	18	15.29	-13.97	10.06	25.88	3.81	REGULAR	2026-05-15 09:48:36.073
2650	46	45	5	14.47	-11.87	10.64	20.54	3.72	REGULAR	2026-05-15 09:48:36.073
2613	22	22	0	8.09	-18.55	0.00	27.16	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2072	11	12	0	11.33	-15.42	0.00	17.64	4.33	FAST_RELIABLE	2026-05-15 09:48:36.073
1027	1	1	0	16	-23	0.00	23.45	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
300	14	16	1	15.69	-14.19	6.25	16.10	4.25	GOOD_DELIVERY	2026-05-15 09:48:36.073
1717	9	8	1	10.88	-11.63	11.11	16.78	4.44	REGULAR	2026-05-15 09:48:36.073
51	1	2	2	15	0	100.00	37.38	5	DELIVERY_RISK	2026-05-15 09:48:36.073
1966	1	0	0	NULL	NULL	0.00	11.85	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2464	2	1	0	3	-11	0.00	13.49	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2215	1	1	0	14	-14	0.00	19.85	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2364	6	6	0	7.33	-13.83	0.00	21.73	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
2358	9	8	1	17.13	-7.13	11.11	79.33	4	REGULAR	2026-05-15 09:48:36.073
200	35	40	5	14.03	-12.68	12.50	36.11	4.35	REGULAR	2026-05-15 09:48:36.073
151	29	29	1	11.79	-14.1	3.33	20.57	4.57	FAST_RELIABLE	2026-05-15 09:48:36.073
194	4	4	0	4	-8.75	0.00	10.47	5	FAST_RELIABLE	2026-05-15 09:48:36.073
692	1	1	0	14	-8	0.00	31.71	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1823	3	4	0	10.75	-14.5	0.00	29.80	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
1817	1	1	0	7	-7	0.00	68.56	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1425	12	12	1	9.83	-9.08	8.33	18.15	4.33	GOOD_DELIVERY	2026-05-15 09:48:36.073
2756	4	5	0	6.6	-16.8	0.00	26.65	4.8	FAST_RELIABLE	2026-05-15 09:48:36.073
592	3	3	2	48	9	66.67	27.27	2.33	DELIVERY_RISK	2026-05-15 09:48:36.073
1674	1	0	0	NULL	NULL	0.00	11.52	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
343	3	3	1	17	-19.33	33.33	42.19	3.67	DELIVERY_RISK	2026-05-15 09:48:36.073
2507	1	1	0	6	-11	0.00	12.79	5	FAST_RELIABLE	2026-05-15 09:48:36.073
984	15	15	0	8.07	-16.6	0.00	19.06	4.73	FAST_RELIABLE	2026-05-15 09:48:36.073
443	49	49	2	9.45	-12.57	4.08	14.10	4.24	FAST_RELIABLE	2026-05-15 09:48:36.073
2607	4	3	1	19.67	-2.33	25.00	12.99	3.25	REGULAR	2026-05-15 09:48:36.073
1525	8	8	0	10.38	-12.5	0.00	18.05	4.63	FAST_RELIABLE	2026-05-15 09:48:36.073
2066	7	7	2	20	-9	20.00	17.23	3.2	REGULAR	2026-05-15 09:48:36.073
